iter	Logloss
323	0.0008979173464
324	0.0008979173464
325	0.0008979173464
326	0.0008979173464
327	0.0008979173464
328	0.0008979173464
329	0.0008979173464
330	0.0008979173464
331	0.0008979173464
332	0.0008979173464
333	0.0008979173464
334	0.0008979173464
335	0.0008979173464
336	0.0008979173464
337	0.0008979173464
338	0.0008979173464
339	0.0008979173464
340	0.0008979173464
341	0.0008979173464
342	0.0008979173464
343	0.0008979173464
344	0.0008979173464
345	0.0008979173464
346	0.0008979173464
347	0.0008979173464
348	0.0008979173464
349	0.0008979173464
350	0.0008979173464
351	0.0008979173464
352	0.0008979173464
353	0.0008979173464
354	0.0008979173464
355	0.0008979173464
356	0.0008979173464
357	0.0008979173464
358	0.0008979173464
359	0.0008979173464
360	0.0008979173464
361	0.0008979173464
362	0.0008979173464
363	0.0008979173464
364	0.0008979173464
365	0.0008979173464
366	0.0008979173464
367	0.0008979173464
368	0.0008979173464
369	0.0008979173464
370	0.0008979173464
371	0.0008979173464
372	0.0008979173464
373	0.0008979173464
374	0.0008979173464
375	0.0008979173464
376	0.0008979173464
377	0.0008979173464
378	0.0008979173464
379	0.0008979173464
380	0.0008979173464
381	0.0008979173464
382	0.0008979173464
383	0.0008979173464
384	0.0008979173464
385	0.0008979173464
386	0.0008979173464
387	0.0008979173464
388	0.0008979173464
389	0.0008979173464
390	0.0008979173464
391	0.0008979173464
392	0.0008979173464
393	0.0008979173464
394	0.0008979173464
395	0.0008979173464
396	0.0008979173464
397	0.0008979173464
398	0.0008979173464
399	0.0008979173464
400	0.0008979173464
401	0.0008979173464
402	0.0008979173464
403	0.0008979173464
404	0.0008979173464
405	0.0008979173464
406	0.0008979173464
407	0.0008979173464
408	0.0008979173464
409	0.0008979173464
410	0.0008979173464
411	0.0008979173464
412	0.0008979173464
413	0.0008979173464
414	0.0008979173464
415	0.0008979173464
416	0.0008979173464
417	0.0008979173464
418	0.0008979173464
419	0.0008979173464
420	0.0008979173464
421	0.0008979173464
422	0.0008979173464
423	0.0008979173464
424	0.0008979173464
425	0.0008979173464
426	0.0008979173464
427	0.0008979173464
428	0.0008979173464
429	0.0008979173464
430	0.0008979173464
431	0.0008979173464
432	0.0008979173464
433	0.0008979173464
434	0.0008979173464
435	0.0008979173464
436	0.0008979173464
437	0.0008979173464
438	0.0008979173464
439	0.0008979173464
440	0.0008979173464
441	0.0008979173464
442	0.0008979173464
443	0.0008979173464
444	0.0008979173464
445	0.0008979173464
446	0.0008979173464
447	0.0008979173464
448	0.0008979173464
449	0.0008979173464
450	0.0008979173464
451	0.0008979173464
452	0.0008979173464
453	0.0008979173464
454	0.0008979173464
455	0.0008979173464
456	0.0008979173464
457	0.0008979173464
458	0.0008979173464
459	0.0008979173464
460	0.0008979173464
461	0.0008979173464
462	0.0008979173464
463	0.0008979173464
464	0.0008979173464
465	0.0008979173464
466	0.0008979173464
467	0.0008979173464
468	0.0008979173464
469	0.0008979173464
470	0.0008979173464
471	0.0008979173464
472	0.0008979173464
473	0.0008979173464
474	0.0008979173464
475	0.0008979173464
476	0.0008979173464
477	0.0008979173464
478	0.0008979173464
479	0.0008979173464
480	0.0008979173464
481	0.0008979173464
482	0.0008979173464
483	0.0008979173464
484	0.0008979173464
485	0.0008979173464
486	0.0008979173464
487	0.0008979173464
488	0.0008979173464
489	0.0008979173464
490	0.0008979173464
491	0.0008979173464
492	0.0008979173464
493	0.0008979173464
494	0.0008979173464
495	0.0008979173464
496	0.0008979173464
497	0.0008979173464
498	0.0008979173464
499	0.0008979173464
500	0.0008979173464
501	0.0008979173464
502	0.0008979173464
503	0.0008979173464
504	0.0008979173464
505	0.0008979173464
506	0.0008979173464
507	0.0008979173464
508	0.0008979173464
509	0.0008979173464
510	0.0008979173464
511	0.0008979173464
512	0.0008979173464
513	0.0008979173464
514	0.0008979173464
515	0.0008979173464
516	0.0008979173464
517	0.0008979173464
518	0.0008979173464
519	0.0008979173464
520	0.0008979173464
521	0.0008979173464
522	0.0008979173464
523	0.0008979173464
524	0.0008979173464
525	0.0008979173464
526	0.0008979173464
527	0.0008979173464
528	0.0008979173464
529	0.0008979173464
530	0.0008979173464
531	0.0008979173464
532	0.0008979173464
533	0.0008979173464
534	0.0008979173464
535	0.0008979173464
536	0.0008979173464
537	0.0008979173464
538	0.0008979173464
539	0.0008979173464
540	0.0008979173464
541	0.0008979173464
542	0.0008979173464
543	0.0008979173464
544	0.0008979173464
545	0.0008979173464
546	0.0008979173464
547	0.0008979173464
548	0.0008979173464
549	0.0008979173464
550	0.0008979173464
551	0.0008979173464
552	0.0008979173464
553	0.0008979173464
554	0.0008979173464
555	0.0008979173464
556	0.0008979173464
557	0.0008979173464
558	0.0008979173464
559	0.0008979173464
560	0.0008979173464
561	0.0008979173464
562	0.0008979173464
563	0.0008979173464
564	0.0008979173464
565	0.0008979173464
566	0.0008979173464
567	0.0008979173464
568	0.0008979173464
569	0.0008979173464
570	0.0008979173464
571	0.0008979173464
572	0.0008979173464
573	0.0008979173464
574	0.0008979173464
575	0.0008979173464
576	0.0008979173464
577	0.0008979173464
578	0.0008979173464
579	0.0008979173464
580	0.0008979173464
581	0.0008979173464
582	0.0008979173464
583	0.0008979173464
584	0.0008979173464
585	0.0008979173464
586	0.0008979173464
587	0.0008979173464
588	0.0008979173464
589	0.0008979173464
590	0.0008979173464
591	0.0008979173464
592	0.0008979173464
593	0.0008979173464
594	0.0008979173464
595	0.0008979173464
596	0.0008979173464
597	0.0008979173464
598	0.0008979173464
599	0.0008979173464
600	0.0008979173464
601	0.0008979173464
602	0.0008979173464
603	0.0008979173464
604	0.0008979173464
605	0.0008979173464
606	0.0008979173464
607	0.0008979173464
608	0.0008979173464
609	0.0008979173464
610	0.0008979173464
611	0.0008979173464
612	0.0008979173464
613	0.0008979173464
614	0.0008979173464
615	0.0008979173464
616	0.0008979173464
617	0.0008979173464
618	0.0008979173464
619	0.0008979173464
620	0.0008979173464
621	0.0008979173464
622	0.0008979173464
623	0.0008979173464
624	0.0008979173464
625	0.0008979173464
626	0.0008979173464
627	0.0008979173464
628	0.0008979173464
629	0.0008979173464
630	0.0008979173464
631	0.0008979173464
632	0.0008979173464
633	0.0008979173464
634	0.0008979173464
635	0.0008979173464
636	0.0008979173464
637	0.0008979173464
638	0.0008979173464
639	0.0008979173464
640	0.0008979173464
641	0.0008979173464
642	0.0008979173464
643	0.0008979173464
644	0.0008979173464
645	0.0008979173464
646	0.0008979173464
647	0.0008979173464
648	0.0008979173464
649	0.0008979173464
650	0.0008979173464
651	0.0008979173464
652	0.0008979173464
653	0.0008979173464
654	0.0008979173464
655	0.0008979173464
656	0.0008979173464
657	0.0008979173464
658	0.0008979173464
659	0.0008979173464
660	0.0008979173464
661	0.0008979173464
662	0.0008979173464
663	0.0008979173464
664	0.0008979173464
665	0.0008979173464
666	0.0008979173464
667	0.0008979173464
668	0.0008979173464
669	0.0008979173464
670	0.0008979173464
671	0.0008979173464
672	0.0008979173464
673	0.0008979173464
674	0.0008979173464
675	0.0008979173464
676	0.0008979173464
677	0.0008979173464
678	0.0008979173464
679	0.0008979173464
680	0.0008979173464
681	0.0008979173464
682	0.0008979173464
683	0.0008979173464
684	0.0008979173464
685	0.0008979173464
686	0.0008979173464
687	0.0008979173464
688	0.0008979173464
689	0.0008979173464
690	0.0008979173464
691	0.0008979173464
692	0.0008979173464
693	0.0008979173464
694	0.0008979173464
695	0.0008979173464
696	0.0008979173464
697	0.0008979173464
698	0.0008979173464
699	0.0008979173464
700	0.0008979173464
701	0.0008979173464
702	0.0008979173464
703	0.0008979173464
704	0.0008979173464
705	0.0008979173464
706	0.0008979173464
707	0.0008979173464
708	0.0008979173464
709	0.0008979173464
710	0.0008979173464
711	0.0008979173464
712	0.0008979173464
713	0.0008979173464
714	0.0008979173464
715	0.0008979173464
716	0.0008979173464
717	0.0008979173464
718	0.0008979173464
719	0.0008979173464
720	0.0008979173464
721	0.0008979173464
722	0.0008979173464
723	0.0008979173464
724	0.0008979173464
725	0.0008979173464
726	0.0008979173464
727	0.0008979173464
728	0.0008979173464
729	0.0008979173464
730	0.0008979173464
731	0.0008979173464
732	0.0008979173464
733	0.0008979173464
734	0.0008979173464
735	0.0008979173464
736	0.0008979173464
737	0.0008979173464
738	0.0008979173464
739	0.0008979173464
740	0.0008979173464
741	0.0008979173464
742	0.0008979173464
743	0.0008979173464
744	0.0008979173464
745	0.0008979173464
746	0.0008979173464
747	0.0008979173464
748	0.0008979173464
749	0.0008979173464
750	0.0008979173464
751	0.0008979173464
752	0.0008979173464
753	0.0008979173464
754	0.0008979173464
755	0.0008979173464
756	0.0008979173464
757	0.0008979173464
758	0.0008979173464
759	0.0008979173464
760	0.0008979173464
761	0.0008979173464
762	0.0008979173464
763	0.0008979173464
764	0.0008979173464
765	0.0008979173464
766	0.0008979173464
767	0.0008979173464
768	0.0008979173464
769	0.0008979173464
770	0.0008979173464
771	0.0008979173464
772	0.0008979173464
773	0.0008979173464
774	0.0008979173464
775	0.0008979173464
776	0.0008979173464
777	0.0008979173464
778	0.0008979173464
779	0.0008979173464
780	0.0008979173464
781	0.0008979173464
782	0.0008979173464
783	0.0008979173464
784	0.0008979173464
785	0.0008979173464
786	0.0008979173464
787	0.0008979173464
788	0.0008979173464
789	0.0008979173464
790	0.0008979173464
791	0.0008979173464
792	0.0008979173464
793	0.0008979173464
794	0.0008979173464
795	0.0008979173464
796	0.0008979173464
797	0.0008979173464
798	0.0008979173464
799	0.0008979173464
